record_id,hospital_id,procedure_id,period_id,patient_count,p50_wait_days,p90_wait_days,pct_within_benchmark,data_completeness
534,10,3,4,164,1.2,2.3,87.7,Complete
535,10,3,5,154,1.1,2.3,79.4,Complete
536,10,3,6,96,1.3,2.2,88.1,Complete
537,10,3,7,140,1.6,3.4,53.0,Complete
538,10,3,8,166,2.0,3.4,56.2,Complete
539,10,3,9,163,0.9,1.9,90.6,Complete
540,10,3,10,168,1.3,2.3,71.4,Complete
541,10,4,1,138,58.9,113.7,92.0,Complete
542,10,4,2,85,84.7,142.4,78.1,Complete
543,10,4,3,101,70.5,120.5,92.4,Complete
544,10,4,4,51,74.0,144.8,77.0,Complete
545,10,4,5,51,68.0,129.7,85.6,Complete
546,10,4,6,54,56.2,111.0,86.9,Complete
547,10,4,7,85,99.1,208.9,46.1,Complete
548,10,4,8,25,95.3,199.0,49.9,Complete
549,10,4,9,126,51.4,106.8,96.3,Complete
550,10,4,10,73,62.6,118.2,79.5,Partial
551,10,5,1,95,16.2,32.1,78.9,Complete
552,10,5,2,51,16.0,35.5,67.3,Complete
553,10,5,3,49,18.8,36.6,62.3,Partial
554,10,5,4,104,14.3,29.8,90.4,Complete
555,10,5,5,79,13.5,27.8,86.7,Complete
556,10,5,6,48,18.8,36.8,75.2,Estimated
557,10,5,7,85,29.0,52.3,44.2,Complete
558,10,5,8,34,24.2,45.3,58.8,Complete
559,10,5,9,168,13.9,28.4,83.7,Complete
560,10,5,10,134,15.9,27.8,85.2,Complete
561,10,6,1,90,9.3,18.9,74.3,Complete
562,10,6,2,126,8.1,14.3,97.9,Partial
563,10,6,3,186,8.7,14.7,87.0,Complete
564,10,6,4,104,8.1,15.7,91.4,Complete
565,10,6,5,110,9.6,17.8,76.8,Complete
566,10,6,6,120,7.5,13.2,94.9,Partial
567,10,6,7,130,10.9,23.3,60.2,Complete
568,10,6,8,152,11.7,22.4,61.3,Complete
569,10,6,9,182,9.1,15.8,91.2,Complete
570,10,6,10,144,8.6,17.7,69.1,Complete
571,10,7,1,129,20.6,37.7,73.0,Complete
572,10,7,2,95,21.4,37.4,64.8,Complete
573,10,7,3,55,18.3,36.3,72.0,Complete
574,10,7,4,103,19.0,35.8,69.3,Estimated
575,10,7,5,100,18.8,33.6,67.1,Complete
576,10,7,6,98,14.6,30.4,84.6,Complete
577,10,7,7,75,24.9,49.2,53.2,Complete
578,10,7,8,81,22.4,39.9,64.6,Complete
579,10,7,9,108,19.0,33.5,85.7,Complete
580,10,7,10,55,16.6,34.3,70.0,Estimated
581,10,8,1,105,17.4,29.5,92.9,Complete
582,10,8,2,84,17.9,39.2,72.0,Complete
583,10,8,3,58,15.1,32.9,78.3,Partial
584,10,8,4,78,16.1,33.3,75.5,Complete
585,10,8,5,154,20.2,34.1,71.2,Complete
586,10,8,6,177,18.2,37.2,74.7,Complete
587,10,8,7,58,20.1,41.9,60.2,Complete
588,10,8,8,53,23.3,50.3,61.2,Complete
589,10,8,9,98,18.0,33.2,77.4,Complete
590,10,8,10,45,16.1,28.4,84.8,Complete
591,11,2,1,61,97.6,207.1,89.4,Complete
592,11,2,2,52,121.0,222.3,67.2,Complete
593,11,2,3,43,120.5,259.6,66.9,Complete
594,11,2,4,28,111.0,235.5,75.6,Complete
595,11,2,5,28,104.2,228.4,71.3,Complete
596,11,2,6,71,111.5,228.4,69.9,Complete
597,11,2,7,8,169.5,290.9,58.2,Complete
598,11,2,8,11,164.1,326.3,49.7,Complete
599,11,2,9,31,130.2,230.8,70.1,Complete
600,11,2,10,65,104.0,200.8,77.7,Estimated
601,11,7,1,18,22.6,42.7,59.8,Complete
602,11,7,2,52,17.3,34.5,75.8,Complete
603,11,7,3,52,17.8,33.3,72.9,Complete
604,11,7,4,17,20.8,36.0,78.4,Estimated
605,11,7,5,35,13.9,30.1,89.6,Complete
606,11,7,6,26,22.4,40.7,63.4,Partial
607,11,7,7,21,27.9,59.7,40.9,Estimated
608,11,7,8,11,31.1,56.6,42.0,Complete
609,11,7,9,73,14.8,32.5,72.1,Complete
610,11,7,10,95,13.7,29.4,79.3,Complete
611,11,8,1,62,20.9,41.1,69.4,Complete
612,11,8,2,20,22.5,40.4,69.0,Complete
613,11,8,3,22,17.5,34.9,89.3,Complete
614,11,8,4,49,17.9,37.7,71.6,Complete
615,11,8,5,46,18.7,36.7,70.0,Complete
616,11,8,6,20,22.3,43.7,57.0,Estimated
617,11,8,7,15,31.5,53.6,57.1,Complete
618,11,8,8,35,24.6,46.7,63.0,Complete
619,11,8,9,70,20.8,42.1,59.4,Complete
620,11,8,10,23,22.3,42.5,72.0,Complete
621,12,5,1,25,21.2,38.7,69.2,Partial
622,12,5,2,37,22.9,42.8,56.5,Partial
623,12,5,3,34,19.4,33.6,80.8,Complete
624,12,5,4,29,20.8,40.9,66.0,Complete
625,12,5,5,21,18.8,35.4,79.6,Complete
626,12,5,6,26,18.6,37.3,65.6,Complete
627,12,5,7,8,27.0,54.3,43.0,Partial
628,12,5,8,6,21.3,45.2,59.2,Complete
629,12,5,9,17,19.1,39.2,67.5,Complete
630,12,5,10,18,17.1,36.6,73.7,Complete
631,12,8,1,27,19.9,44.1,70.4,Complete
632,12,8,2,34,22.9,46.3,58.4,Complete
633,12,8,3,29,20.9,38.7,74.3,Complete
634,12,8,4,9,22.2,40.7,62.6,Complete
635,12,8,5,14,20.3,36.1,76.6,Complete
636,12,8,6,24,19.7,34.8,85.5,Complete
637,12,8,7,10,22.7,50.0,58.8,Complete
638,12,8,8,8,21.8,46.6,58.1,Complete
639,12,8,9,41,17.8,31.4,89.2,Complete
640,12,8,10,11,16.3,33.8,81.7,Partial
641,13,1,1,238,109.6,206.3,77.5,Partial
642,13,1,2,103,94.7,208.1,74.4,Complete
643,13,1,3,102,110.3,217.7,74.2,Complete
644,13,1,4,86,112.4,190.6,96.2,Complete
645,13,1,5,261,120.4,242.2,60.4,Complete
646,13,1,6,340,135.5,235.7,66.2,Complete
647,13,1,7,149,149.3,252.7,63.0,Complete
648,13,1,8,138,153.6,311.8,53.1,Complete
649,13,1,9,174,101.8,184.4,95.3,Partial
650,13,1,10,88,103.2,182.2,88.7,Complete
651,13,2,1,170,127.1,248.4,67.6,Complete
652,13,2,2,131,110.1,202.8,82.2,Estimated
653,13,2,3,232,115.7,213.0,87.1,Complete
654,13,2,4,248,93.8,201.1,73.3,Complete
655,13,2,5,290,129.3,234.2,74.9,Complete
656,13,2,6,235,118.4,239.4,64.1,Complete
657,13,2,7,64,146.6,257.8,69.5,Partial
658,13,2,8,157,159.2,314.4,53.0,Complete
659,13,2,9,285,120.5,203.5,73.1,Complete
660,13,2,10,163,99.3,183.4,81.4,Complete
661,13,3,1,340,1.5,2.7,75.4,Complete
662,13,3,2,191,1.4,2.5,81.7,Complete
663,13,3,3,319,1.4,2.5,64.9,Estimated
664,13,3,4,251,1.3,2.5,67.4,Complete
665,13,3,5,295,1.1,2.3,87.3,Partial
666,13,3,6,258,1.2,2.2,78.3,Complete
667,13,3,7,323,1.8,3.2,62.2,Partial
668,13,3,8,171,1.7,3.6,52.4,Complete
669,13,3,9,224,1.1,1.9,100.0,Complete
670,13,3,10,324,1.1,2.3,87.1,Complete
671,13,4,1,205,57.9,127.7,78.0,Complete
672,13,4,2,124,89.4,151.7,66.8,Complete
673,13,4,3,173,69.7,149.2,75.6,Complete
674,13,4,4,122,66.1,133.1,68.3,Complete
675,13,4,5,198,57.6,124.2,83.3,Complete
676,13,4,6,180,58.8,108.1,91.3,Complete
677,13,4,7,163,88.1,192.0,58.0,Complete
678,13,4,8,150,90.3,195.6,55.1,Complete
679,13,4,9,133,71.4,138.0,79.1,Complete
680,13,4,10,336,57.8,114.1,100.0,Partial
681,13,5,1,141,13.3,27.5,99.2,Complete
682,13,5,2,124,19.0,34.3,71.5,Complete
683,13,5,3,117,20.9,36.4,70.1,Complete
684,13,5,4,198,15.1,30.7,93.4,Complete
685,13,5,5,138,15.0,27.3,98.8,Complete
686,13,5,6,189,19.1,32.9,74.3,Complete
687,13,5,7,50,31.0,52.9,45.3,Complete
688,13,5,8,113,23.0,40.4,69.0,Complete
689,13,5,9,235,15.2,27.3,99.4,Complete
690,13,5,10,253,15.4,30.7,75.1,Complete
691,13,6,1,261,8.8,19.1,76.2,Complete
692,13,6,2,233,7.5,15.5,93.7,Estimated
693,13,6,3,270,7.1,15.8,90.3,Complete
694,13,6,4,225,7.3,13.8,89.0,Complete
695,13,6,5,413,8.7,14.8,90.7,Complete
696,13,6,6,396,8.1,15.9,86.5,Complete
697,13,6,7,235,14.6,26.1,46.0,Complete
698,13,6,8,345,11.9,23.7,52.6,Complete
699,13,6,9,491,7.8,13.1,96.1,Complete
700,13,6,10,409,6.8,15.1,83.1,Complete
701,13,7,1,108,13.2,29.1,79.5,Complete
702,13,7,2,142,17.0,37.5,76.5,Complete
703,13,7,3,293,17.1,31.4,92.8,Complete
704,13,7,4,283,15.0,29.1,84.3,Partial
705,13,7,5,68,13.3,28.1,83.3,Complete
706,13,7,6,193,14.1,30.8,88.3,Complete
707,13,7,7,71,24.1,44.2,57.5,Complete
708,13,7,8,155,20.1,44.3,57.9,Complete
709,13,7,9,226,14.2,28.6,79.7,Complete
710,13,7,10,276,18.2,34.1,86.0,Complete
711,13,8,1,129,24.0,41.1,59.9,Complete
712,13,8,2,181,15.3,33.0,95.1,Complete
713,13,8,3,63,14.3,30.4,92.0,Complete
714,13,8,4,144,18.0,39.3,78.5,Complete
715,13,8,5,201,16.9,31.5,89.2,Partial
716,13,8,6,183,18.8,32.1,78.6,Complete
717,13,8,7,39,23.1,46.2,58.8,Complete
718,13,8,8,76,24.6,52.5,56.8,Complete
719,13,8,9,100,16.7,32.9,80.1,Complete
720,13,8,10,336,13.4,27.3,100.0,Complete
721,14,1,1,173,122.6,210.2,72.0,Complete
722,14,1,2,248,125.0,235.4,78.3,Complete
723,14,1,3,112,99.2,218.5,71.8,Complete
724,14,1,4,101,132.7,240.4,72.7,Complete
725,14,1,5,116,128.6,258.4,60.3,Partial
726,14,1,6,66,125.7,247.4,61.4,Complete
727,14,1,7,81,139.1,291.1,58.4,Complete
728,14,1,8,85,140.0,293.4,59.8,Partial
729,14,1,9,118,108.5,227.0,73.8,Complete
730,14,1,10,276,111.8,245.1,74.8,Partial
731,14,2,1,122,132.0,232.8,65.3,Complete
732,14,2,2,256,139.3,250.8,71.7,Complete
733,14,2,3,112,105.5,208.4,73.5,Complete
734,14,2,4,69,126.6,237.9,72.2,Estimated
735,14,2,5,159,98.1,210.6,78.1,Complete
736,14,2,6,203,119.2,210.1,73.8,Estimated
737,14,2,7,92,192.7,335.2,56.7,Complete
738,14,2,8,127,181.0,385.1,42.9,Complete
739,14,2,9,208,125.3,259.5,61.4,Complete
740,14,2,10,103,97.6,196.5,87.4,Complete
741,14,3,1,297,1.4,2.3,85.9,Complete
742,14,3,2,275,1.8,3.0,57.7,Partial
743,14,3,3,189,1.5,2.7,75.2,Complete
744,14,3,4,186,1.1,2.3,77.0,Complete
745,14,3,5,267,1.2,2.6,70.9,Complete
746,14,3,6,148,1.4,2.5,68.1,Complete
747,14,3,7,246,1.9,4.2,49.7,Complete
748,14,3,8,209,2.1,3.8,42.6,Partial
749,14,3,9,285,1.0,2.1,91.7,Complete
750,14,3,10,208,1.1,2.2,94.7,Complete
751,14,4,1,69,84.4,142.0,64.3,Complete
752,14,4,2,268,57.1,126.8,78.7,Complete
753,14,4,3,172,77.3,170.3,55.5,Estimated
754,14,4,4,227,70.7,142.3,80.8,Complete
755,14,4,5,295,71.3,151.2,74.4,Complete
756,14,4,6,100,72.1,141.6,67.5,Complete
757,14,4,7,77,97.2,185.5,59.4,Complete
758,14,4,8,84,114.8,206.6,51.3,Complete
759,14,4,9,167,67.0,126.2,86.9,Complete
760,14,4,10,71,73.0,133.0,74.1,Complete
761,14,5,1,130,21.7,39.4,57.5,Complete
762,14,5,2,166,22.9,38.5,61.5,Complete
763,14,5,3,141,20.8,38.9,59.8,Complete
764,14,5,4,193,19.2,38.6,75.0,Estimated
765,14,5,5,234,15.3,30.5,94.2,Complete
766,14,5,6,61,17.0,31.8,82.8,Complete
767,14,5,7,57,27.5,52.7,50.4,Complete
768,14,5,8,28,31.4,52.8,49.5,Complete
769,14,5,9,238,16.4,30.3,77.2,Estimated
770,14,5,10,178,17.4,29.2,92.7,Complete
771,14,6,1,234,12.9,21.7,61.6,Complete
772,14,6,2,160,7.7,16.5,83.4,Complete
773,14,6,3,174,7.9,15.8,82.7,Complete
774,14,6,4,271,9.9,21.2,65.5,Complete
775,14,6,5,265,8.3,16.0,75.9,Complete
776,14,6,6,176,8.1,18.0,63.2,Complete
777,14,6,7,244,12.6,27.7,49.4,Complete
778,14,6,8,170,12.8,25.7,51.3,Complete
779,14,6,9,405,7.6,15.0,85.8,Partial
780,14,6,10,191,8.4,16.0,73.9,Complete
781,14,7,1,75,21.2,36.1,72.4,Complete
782,14,7,2,214,24.6,41.8,69.4,Complete
783,14,7,3,72,22.8,38.6,70.1,Complete
784,14,7,4,195,18.1,37.7,63.7,Complete
785,14,7,5,239,15.7,32.2,71.9,Complete
786,14,7,6,101,20.0,40.8,55.6,Complete
787,14,7,7,99,31.5,54.4,53.6,Complete
788,14,7,8,62,25.6,56.5,44.9,Complete
789,14,7,9,210,15.8,31.8,78.4,Complete
790,14,7,10,93,16.9,33.5,84.8,Partial
791,14,8,1,118,26.0,45.2,60.7,Complete
792,14,8,2,70,18.7,35.2,85.3,Complete
793,14,8,3,138,18.4,34.1,89.6,Complete
794,14,8,4,143,24.8,43.7,67.4,Complete
795,14,8,5,127,21.2,36.1,83.7,Complete
796,14,8,6,330,22.9,44.4,68.2,Complete
797,14,8,7,98,25.6,51.7,56.0,Complete
798,14,8,8,94,25.0,55.5,47.2,Complete
799,14,8,9,250,18.8,34.2,78.8,Complete
800,14,8,10,232,19.9,33.5,83.3,Complete
801,15,1,1,122,133.1,223.0,67.0,Complete
802,15,1,2,158,88.4,194.2,80.1,Complete
803,15,1,3,63,131.4,243.3,67.3,Complete
804,15,1,4,127,101.2,220.8,76.3,Estimated
805,15,1,5,113,97.2,196.9,94.9,Complete
806,15,1,6,58,90.5,185.1,84.5,Complete
807,15,1,7,77,133.9,259.8,57.4,Complete
808,15,1,8,23,144.3,266.4,71.2,Complete
809,15,1,9,110,85.6,167.4,100.0,Complete
810,15,1,10,202,107.8,201.9,76.2,Complete
811,15,2,1,140,129.6,228.0,67.4,Complete
812,15,2,2,113,115.9,230.1,69.7,Estimated
813,15,2,3,75,96.5,177.6,92.8,Complete
814,15,2,4,42,128.4,245.0,61.8,Complete
815,15,2,5,163,120.7,229.5,65.5,Complete
816,15,2,6,103,96.9,209.6,70.1,Partial
817,15,2,7,71,175.8,307.1,52.8,Complete
818,15,2,8,58,143.9,306.5,51.7,Complete
819,15,2,9,160,91.0,171.8,95.3,Complete
820,15,2,10,144,92.1,199.9,85.4,Complete
821,15,3,1,202,1.3,2.6,78.4,Complete
822,15,3,2,124,1.5,2.6,71.3,Complete
823,15,3,3,174,1.4,2.7,65.6,Complete
824,15,3,4,180,1.1,2.3,81.7,Complete
825,15,3,5,146,0.9,2.0,92.0,Complete
826,15,3,6,177,1.1,2.0,83.7,Complete
827,15,3,7,139,2.2,3.8,53.6,Complete
828,15,3,8,193,1.9,3.3,60.0,Complete
829,15,3,9,255,1.1,2.3,73.6,Partial
830,15,3,10,229,1.1,2.1,93.5,Complete
831,15,4,1,166,83.1,151.5,68.6,Complete
832,15,4,2,113,70.4,147.8,69.1,Complete
833,15,4,3,61,72.1,127.6,73.4,Complete
834,15,4,4,122,69.5,121.8,93.2,Partial
835,15,4,5,134,50.2,109.4,83.3,Estimated
836,15,4,6,86,61.3,108.5,83.8,Complete
837,15,4,7,23,114.9,205.5,44.1,Complete
838,15,4,8,43,86.9,158.2,64.4,Complete
839,15,4,9,140,61.3,109.1,83.6,Complete
840,15,4,10,171,64.9,133.3,76.1,Complete
841,15,5,1,95,18.3,33.1,79.0,Complete
842,15,5,2,46,18.1,36.8,76.6,Complete
843,15,5,3,72,15.9,29.1,88.1,Complete
844,15,5,4,36,15.1,28.4,81.2,Complete
845,15,5,5,86,16.8,29.6,82.7,Complete
846,15,5,6,163,21.1,36.4,63.5,Complete
847,15,5,7,46,23.9,52.3,55.4,Partial
848,15,5,8,58,24.7,50.0,53.5,Complete
849,15,5,9,209,13.7,27.2,85.0,Complete
850,15,5,10,151,16.1,30.4,95.8,Complete
851,15,6,1,242,7.7,14.1,86.0,Estimated
852,15,6,2,127,10.5,17.7,64.2,Complete
853,15,6,3,101,8.1,15.9,71.3,Complete
854,15,6,4,169,7.8,15.5,90.0,Complete
855,15,6,5,118,8.2,15.2,95.1,Complete
856,15,6,6,94,8.6,14.4,95.5,Complete
857,15,6,7,145,12.1,21.6,64.7,Complete
858,15,6,8,146,11.3,20.2,60.8,Complete
859,15,6,9,146,8.0,13.9,100.0,Complete
860,15,6,10,209,8.0,15.5,81.6,Complete
861,15,7,1,102,16.8,35.6,74.2,Partial
862,15,7,2,119,21.3,36.2,77.8,Complete
863,15,7,3,84,16.4,32.6,77.8,Complete
864,15,7,4,138,16.7,30.9,92.2,Partial
865,15,7,5,169,21.4,35.7,63.2,Complete
866,15,7,6,48,14.8,30.7,88.9,Complete
867,15,7,7,46,28.4,52.2,46.4,Complete
868,15,7,8,70,20.5,40.7,66.5,Complete
869,15,7,9,164,13.3,26.8,85.0,Complete
870,15,7,10,120,17.0,29.3,86.7,Complete
871,15,8,1,114,17.5,29.6,85.7,Complete
872,15,8,2,151,16.0,33.8,81.7,Partial
873,15,8,3,45,17.2,35.3,88.4,Complete
874,15,8,4,145,16.9,30.0,87.7,Complete
875,15,8,5,98,20.9,37.8,63.6,Partial
876,15,8,6,84,15.5,32.7,76.9,Complete
877,15,8,7,111,25.8,48.0,59.8,Complete
878,15,8,8,111,25.2,43.5,69.9,Complete
879,15,8,9,146,13.5,28.1,88.5,Complete
880,15,8,10,167,17.5,34.0,88.7,Complete
881,16,5,1,31,15.7,33.9,68.6,Complete
882,16,5,2,60,19.2,38.8,72.8,Complete
883,16,5,3,67,18.0,34.9,75.9,Partial
884,16,5,4,50,15.2,30.8,90.9,Complete
885,16,5,5,26,21.7,40.2,68.2,Complete
886,16,5,6,36,19.9,38.8,75.2,Estimated
887,16,5,7,42,21.8,47.8,61.0,Complete
888,16,5,8,18,27.2,53.0,52.9,Complete
889,16,5,9,26,14.0,29.2,97.2,Complete
890,16,5,10,116,19.5,36.3,75.4,Estimated
891,16,8,1,44,22.1,38.4,62.8,Complete
892,16,8,2,75,22.7,41.1,65.5,Partial
893,16,8,3,74,18.3,40.1,72.6,Complete
894,16,8,4,70,19.5,38.3,70.2,Complete
895,16,8,5,32,18.4,38.2,77.8,Complete
896,16,8,6,21,23.4,42.7,67.2,Complete
897,16,8,7,21,32.3,57.9,45.2,Estimated
898,16,8,8,26,25.1,54.0,49.5,Complete
899,16,8,9,36,18.5,31.8,92.6,Complete
900,16,8,10,68,19.1,39.5,71.2,Complete
901,17,4,1,18,60.3,133.8,79.8,Complete
902,17,4,2,11,72.2,155.5,60.5,Complete
903,17,4,3,11,73.2,144.6,63.6,Complete
904,17,4,4,23,63.1,135.5,75.9,Complete
905,17,4,5,16,82.8,164.3,56.2,Complete
906,17,4,6,23,77.8,156.4,58.4,Complete
907,17,4,7,8,82.2,171.1,54.1,Complete
908,17,4,8,8,111.1,201.6,49.0,Partial
909,17,4,9,35,84.9,148.2,65.3,Complete
910,17,4,10,11,88.4,151.5,76.0,Complete
911,17,7,1,22,23.3,40.3,72.7,Complete
912,17,7,2,24,16.0,34.7,71.4,Complete
913,17,7,3,25,18.4,34.5,67.7,Complete
914,17,7,4,8,17.9,30.3,74.2,Complete
915,17,7,5,12,14.5,32.1,90.4,Complete
916,17,7,6,33,17.5,31.3,82.3,Estimated
917,17,7,7,14,27.5,50.7,47.0,Complete
918,17,7,8,14,28.2,49.3,56.3,Complete
919,17,7,9,29,19.1,36.2,74.3,Complete
920,17,7,10,52,16.7,30.4,93.6,Complete
921,17,8,1,23,23.0,43.0,70.3,Partial
922,17,8,2,15,23.0,43.7,66.2,Estimated
923,17,8,3,13,22.6,38.2,79.3,Complete
924,17,8,4,8,19.7,32.8,95.2,Complete
925,17,8,5,18,16.0,35.4,68.3,Complete
926,17,8,6,19,21.8,40.4,61.4,Complete
927,17,8,7,9,25.6,50.3,53.7,Complete
928,17,8,8,7,27.6,46.2,60.0,Complete
929,17,8,9,25,23.7,42.6,72.0,Complete
930,17,8,10,40,20.8,40.3,74.6,Complete
931,18,1,1,139,98.2,204.6,83.8,Complete
932,18,1,2,122,112.2,220.9,66.4,Estimated
933,18,1,3,322,109.5,219.2,69.1,Complete
934,18,1,4,163,99.7,195.1,95.4,Complete
935,18,1,5,91,100.7,168.0,90.2,Complete
936,18,1,6,343,102.1,190.3,85.6,Complete
937,18,1,7,79,162.8,276.8,65.2,Estimated
938,18,1,8,111,133.9,249.5,74.9,Complete
939,18,1,9,362,79.9,161.7,97.9,Complete
940,18,1,10,385,103.4,208.3,75.6,Complete
941,18,2,1,88,94.8,184.7,98.6,Complete
942,18,2,2,226,101.9,202.0,84.1,Estimated
943,18,2,3,240,101.4,194.1,93.3,Estimated
944,18,2,4,230,108.1,203.6,89.6,Complete
945,18,2,5,216,94.5,185.1,88.6,Complete
946,18,2,6,294,88.5,171.3,97.8,Complete
947,18,2,7,100,127.5,239.7,63.2,Complete
948,18,2,8,84,120.4,233.3,66.7,Partial
949,18,2,9,206,104.5,195.8,75.2,Complete
950,18,2,10,136,96.7,161.7,100.0,Complete
951,18,3,1,349,1.2,2.3,75.9,Complete
952,18,3,2,278,1.1,2.1,78.9,Partial
953,18,3,3,247,1.0,2.2,87.4,Complete
954,18,3,4,212,1.1,2.1,100.0,Complete
955,18,3,5,233,0.8,1.7,100.0,Complete
956,18,3,6,344,1.0,1.8,93.0,Complete
957,18,3,7,220,1.3,2.6,69.7,Complete
958,18,3,8,305,1.6,2.7,71.2,Complete
959,18,3,9,337,1.2,2.3,83.5,Complete
960,18,3,10,408,0.9,1.7,100.0,Complete
961,18,4,1,261,64.0,126.1,71.8,Complete
962,18,4,2,249,59.2,103.6,100.0,Complete
963,18,4,3,280,61.7,113.6,99.2,Complete
964,18,4,4,147,60.7,115.6,79.2,Partial
965,18,4,5,67,51.0,112.5,99.6,Complete
966,18,4,6,211,68.1,128.0,73.0,Complete
967,18,4,7,179,100.8,179.9,62.0,Complete
968,18,4,8,88,92.0,157.0,61.3,Complete
969,18,4,9,208,51.6,99.4,100.0,Complete
970,18,4,10,181,56.5,97.6,100.0,Complete
971,18,5,1,191,13.3,27.7,84.2,Complete
972,18,5,2,271,18.4,33.0,84.3,Complete
973,18,5,3,177,16.6,30.2,90.9,Complete
974,18,5,4,83,14.9,26.2,98.9,Complete
975,18,5,5,247,15.5,26.4,99.9,Complete
976,18,5,6,372,13.0,25.3,96.0,Partial
977,18,5,7,145,20.7,36.8,61.1,Complete
978,18,5,8,64,27.3,45.9,62.1,Complete
979,18,5,9,222,10.7,23.5,100.0,Complete
980,18,5,10,173,13.8,24.2,95.3,Estimated
981,18,6,1,306,8.9,16.3,87.7,Complete
982,18,6,2,219,6.1,12.9,100.0,Partial
983,18,6,3,275,6.8,13.1,99.8,Complete
984,18,6,4,385,5.6,12.4,100.0,Complete
985,18,6,5,249,9.6,16.6,77.8,Complete
986,18,6,6,257,6.9,13.1,89.5,Complete
987,18,6,7,323,10.6,18.8,69.1,Partial
988,18,6,8,212,10.4,18.2,76.7,Complete
989,18,6,9,356,6.3,13.7,85.8,Partial
990,18,6,10,258,6.7,11.6,97.3,Complete
991,18,7,1,232,15.2,27.3,100.0,Estimated
992,18,7,2,126,13.9,30.5,79.6,Complete
993,18,7,3,211,18.6,32.3,86.3,Complete
994,18,7,4,95,19.2,32.0,77.5,Complete
995,18,7,5,97,15.9,29.8,81.3,Complete
996,18,7,6,244,17.2,31.6,73.8,Complete
997,18,7,7,146,19.2,41.7,55.3,Complete
998,18,7,8,116,23.4,48.1,52.8,Complete
999,18,7,9,249,16.4,30.6,89.7,Complete
1000,18,7,10,116,13.3,26.2,94.2,Complete
1001,18,8,1,229,19.5,35.6,86.2,Partial
1002,18,8,2,116,15.5,33.5,86.7,Partial
1003,18,8,3,128,18.6,36.9,65.1,Complete
1004,18,8,4,177,18.5,33.3,82.7,Estimated
1005,18,8,5,308,19.2,34.1,84.7,Complete
1006,18,8,6,62,13.1,25.8,100.0,Complete
1007,18,8,7,147,26.2,47.2,65.8,Complete
1008,18,8,8,89,25.8,49.5,58.9,Complete
1009,18,8,9,191,15.4,32.4,83.2,Complete
1010,18,8,10,320,15.7,28.6,100.0,Complete
1011,19,2,1,78,128.4,220.6,84.9,Partial
1012,19,2,2,57,105.9,209.1,78.9,Complete
1013,19,2,3,21,146.2,245.5,74.4,Complete
1014,19,2,4,67,124.3,265.3,62.7,Partial
1015,19,2,5,24,113.4,195.5,91.3,Complete
1016,19,2,6,41,125.6,227.0,77.7,Complete
1017,19,2,7,26,177.4,327.9,46.8,Complete
1018,19,2,8,24,194.5,338.9,52.6,Complete
1019,19,2,9,64,133.5,257.0,65.8,Complete
1020,19,2,10,76,130.9,220.3,85.9,Complete
1021,19,5,1,41,19.6,42.5,61.3,Complete
1022,19,5,2,38,20.2,42.7,67.3,Partial
1023,19,5,3,32,23.2,40.5,63.6,Complete
1024,19,5,4,75,18.7,39.5,66.9,Complete
1025,19,5,5,36,19.1,34.0,67.3,Partial
1026,19,5,6,24,18.2,35.2,74.4,Complete
1027,19,5,7,17,25.4,54.7,49.6,Complete
1028,19,5,8,36,27.8,49.4,48.7,Complete
1029,19,5,9,67,16.6,33.1,71.3,Complete
1030,19,5,10,75,14.8,30.4,75.3,Complete
1031,19,8,1,22,20.9,37.7,81.1,Complete
1032,19,8,2,86,17.5,35.5,87.1,Partial
1033,19,8,3,47,15.8,34.4,83.3,Complete
1034,19,8,4,74,18.7,38.4,81.8,Complete
1035,19,8,5,36,18.8,38.9,62.7,Complete
1036,19,8,6,53,20.3,44.6,67.2,Complete
1037,19,8,7,31,24.8,54.2,53.6,Complete
1038,19,8,8,11,33.5,58.6,44.7,Complete
1039,19,8,9,80,22.3,39.8,67.9,Complete
1040,19,8,10,53,17.0,34.0,92.4,Complete
1041,20,1,1,196,106.6,195.9,78.2,Complete
1042,20,1,2,612,93.2,206.6,86.9,Complete
1043,20,1,3,378,89.5,188.7,93.7,Complete
1044,20,1,4,166,119.3,244.0,74.0,Complete
1045,20,1,5,544,106.4,227.6,69.5,Complete
1046,20,1,6,261,99.1,208.4,75.7,Complete
1047,20,1,7,270,138.0,299.4,56.0,Complete
1048,20,1,8,182,186.7,314.9,50.6,Complete
1049,20,1,9,426,99.8,166.8,96.8,Complete
1050,20,1,10,787,102.2,194.3,84.4,Complete
1051,20,2,1,474,108.7,199.3,75.7,Complete
1052,20,2,2,228,101.5,185.3,90.9,Complete
1053,20,2,3,549,99.3,198.7,80.4,Partial
1054,20,2,4,295,133.6,241.4,64.4,Complete
1055,20,2,5,295,122.1,214.5,74.0,Complete
1056,20,2,6,124,128.6,220.9,80.1,Complete
1057,20,2,7,232,143.8,309.0,48.2,Partial
1058,20,2,8,281,165.3,288.8,59.2,Complete
1059,20,2,9,242,88.0,173.4,87.1,Complete
1060,20,2,10,472,109.4,231.8,68.5,Complete
1061,20,3,1,626,1.1,2.3,87.3,Complete
1062,20,3,2,539,1.2,2.3,88.9,Complete
1063,20,3,3,490,1.3,2.3,70.7,Partial
1064,20,3,4,514,1.3,2.4,72.9,Complete
1065,20,3,5,559,1.5,2.5,68.3,Estimated
